zipcode,sizerank,state,metro,city,zhvi,year,geoid,name,averageincome,incomemoe,households,householdmoe
20001,1281,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$702,317.99 ",2021,20001,ZCTA5 20001,126290,9431,22974,1008
20002,174,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$684,816.61 ",2021,20002,ZCTA5 20002,98391,4761,31832,1302
20003,3224,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$851,243.17 ",2021,20003,ZCTA5 20003,141280,8230,15993,705
20004,18784,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$485,217.64 ",2021,20004,ZCTA5 20004,132292,34690,1270,198
20005,8424,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$534,054.02 ",2021,20005,ZCTA5 20005,98755,9424,8802,650
20006,23188,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$259,467.93 ",2021,20006,ZCTA5 20006,32341,21168,637,162
20007,3753,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$1,100,152.62 ",2021,20007,ZCTA5 20007,134908,15366,11668,671
20008,3831,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$830,491.08 ",2021,20008,ZCTA5 20008,119681,11244,16989,849
20009,874,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$586,997.86 ",2021,20009,ZCTA5 20009,120493,6492,28382,1192
20010,3057,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$727,388.19 ",2021,20010,ZCTA5 20010,106241,9938,14255,655
20011,277,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$663,565.36 ",2021,20011,ZCTA5 20011,86614,6152,26989,1191
20012,6937,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$772,273.70 ",2021,20012,ZCTA5 20012,109737,16019,6784,505
20015,7642,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$1,206,246.70 ",2021,20015,ZCTA5 20015,201635,28750,6072,375
20016,3051,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$1,024,586.91 ",2021,20016,ZCTA5 20016,156783,9834,14092,770
20017,5615,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$586,237.63 ",2021,20017,ZCTA5 20017,92373,5998,8108,468
20018,6724,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$586,392.75 ",2021,20018,ZCTA5 20018,74412,12881,8858,716
20019,347,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$390,799.25 ",2021,20019,ZCTA5 20019,45419,5354,26184,954
20020,649,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$392,574.24 ",2021,20020,ZCTA5 20020,43118,3672,23071,829
20024,8523,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$458,247.17 ",2021,20024,ZCTA5 20024,92745,9911,8939,536
20032,2047,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$354,860.16 ",2021,20032,ZCTA5 20032,43773,6609,17796,1188
20036,12914,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$380,728.46 ",2021,20036,ZCTA5 20036,100417,10470,3664,513
20037,9297,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,"$572,673.25 ",2021,20037,ZCTA5 20037,94855,14939,6696,579
21520,17540,MD,,Accident,"$247,433.30 ",2021,21520,ZCTA5 21520,57128,11525,865,149
21521,22001,MD,,Barton,"$95,440.87 ",2021,21521,ZCTA5 21521,54286,13354,640,115
21610,28217,MD,,Betterton,"$257,301.55 ",2021,21610,ZCTA5 21610,73750,29123,170,41
21620,8623,MD,,Chestertown,"$296,655.04 ",2021,21620,ZCTA5 21620,63164,14337,5369,330
21629,9944,MD,,Denton,"$283,686.03 ",2021,21629,ZCTA5 21629,64534,5917,3413,249
21632,11592,MD,,Federalsburg,"$180,377.42 ",2021,21632,ZCTA5 21632,52758,5730,2493,231
21531,18484,MD,,Friendsville,"$187,516.04 ",2021,21531,ZCTA5 21531,40438,8699,954,141
21635,19131,MD,,Galena,"$314,064.31 ",2021,21635,ZCTA5 21635,104063,25853,874,150
21636,22400,MD,,Goldsboro,"$269,681.26 ",2021,21636,ZCTA5 21636,70100,23447,348,99
21536,14532,MD,,Grantsville,"$194,451.06 ",2021,21536,ZCTA5 21536,60268,12210,1470,159
21639,13268,MD,,Greensboro,"$252,990.21 ",2021,21639,ZCTA5 21639,54882,10424,1723,184
21640,17886,MD,,Henderson,"$320,992.82 ",2021,21640,ZCTA5 21640,70875,11916,539,96
21645,19855,MD,,Kennedyville,"$415,962.16 ",2021,21645,ZCTA5 21645,123500,59639,478,117
21667,27340,MD,,Kennedyville,#DIV/0!,2021,21667,ZCTA5 21667,90417,78434,89,53
21538,27125,MD,,Kitzmiller,#DIV/0!,2021,21538,ZCTA5 21538,97619,51717,310,134
21649,20596,MD,,Marydel,"$231,923.92 ",2021,21649,ZCTA5 21649,50625,15255,570,107
21650,27930,MD,,Massey,#DIV/0!,2021,21650,ZCTA5 21650,86282,23704,92,55
21541,20596,MD,,Mc Henry,"$486,061.72 ",2021,21541,ZCTA5 21541,51813,3046,800,200
21550,8178,MD,,Oakland,"$241,010.57 ",2021,21550,ZCTA5 21550,57778,5600,5908,341
21655,14683,MD,,Preston,"$262,858.57 ",2021,21655,ZCTA5 21655,77917,9503,1854,181
21660,14689,MD,,Ridgely,"$303,453.24 ",2021,21660,ZCTA5 21660,71900,7591,1502,129
21661,16449,MD,,Rock Hall,"$264,411.88 ",2021,21661,ZCTA5 21661,64643,12991,1222,135
21523,39992,MD,,Swanton,#DIV/0!,2021,21523,ZCTA5 21523,17066,11969,99,55
21561,17060,MD,,Swanton,"$456,285.05 ",2021,21561,ZCTA5 21561,65647,18679,1061,165
21678,20373,MD,,Worton,"$283,555.14 ",2021,21678,ZCTA5 21678,57917,10477,817,149
20733,16041,MD,"Baltimore-Columbia-Towson, MD",,"$378,797.93 ",2021,20733,ZCTA5 20733,115156,37703,1085,153
21108,6445,MD,"Baltimore-Columbia-Towson, MD",,"$516,907.31 ",2021,21108,ZCTA5 21108,131667,9110,6092,433
21207,848,MD,"Baltimore-Columbia-Towson, MD",,"$234,245.35 ",2021,21207,ZCTA5 21207,57011,4206,19360,771
21226,11399,MD,"Baltimore-Columbia-Towson, MD",,"$256,170.78 ",2021,21226,ZCTA5 21226,67064,13074,2369,328
21001,5245,MD,"Baltimore-Columbia-Towson, MD",Aberdeen,"$267,792.30 ",2021,21001,ZCTA5 21001,73071,6021,10275,427
21009,3212,MD,"Baltimore-Columbia-Towson, MD",Abingdon,"$299,259.17 ",2021,21009,ZCTA5 21009,101058,5982,12367,664
21401,1947,MD,"Baltimore-Columbia-Towson, MD",Annapolis,"$504,165.76 ",2021,21401,ZCTA5 21401,112599,5932,17347,768
21403,2969,MD,"Baltimore-Columbia-Towson, MD",Annapolis,"$491,558.72 ",2021,21403,ZCTA5 21403,98684,5530,14138,867
21405,24874,MD,"Baltimore-Columbia-Towson, MD",Annapolis,"$1,112,155.65 ",2021,21405,ZCTA5 21405,138750,74615,179,58
21409,6423,MD,"Baltimore-Columbia-Towson, MD",Annapolis,"$488,032.23 ",2021,21409,ZCTA5 21409,130816,9845,7466,379
21012,5112,MD,"Baltimore-Columbia-Towson, MD",Arnold,"$487,419.53 ",2021,21012,ZCTA5 21012,133481,10305,8136,490
21013,13643,MD,"Baltimore-Columbia-Towson, MD",Baldwin,"$525,818.33 ",2021,21013,ZCTA5 21013,148224,34830,1855,232
21201,6656,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$195,740.53 ",2021,21201,ZCTA5 21201,40932,8701,10068,643
21202,5878,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$184,715.65 ",2021,21202,ZCTA5 21202,54477,2360,10095,635
21205,7727,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$109,201.03 ",2021,21205,ZCTA5 21205,33493,4076,5265,419
21206,823,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$179,195.32 ",2021,21206,ZCTA5 21206,58036,3709,20047,838
21209,3894,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$358,155.72 ",2021,21209,ZCTA5 21209,86730,4174,11511,452
21210,7216,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$428,854.61 ",2021,21210,ZCTA5 21210,106925,18680,5337,448
21211,7562,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$239,321.34 ",2021,21211,ZCTA5 21211,74430,6320,8333,467
21212,2872,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$279,790.57 ",2021,21212,ZCTA5 21212,88679,3811,12679,467
21213,3727,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$101,776.55 ",2021,21213,ZCTA5 21213,44121,2461,11288,570
21214,5719,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$203,879.34 ",2021,21214,ZCTA5 21214,73308,5734,8381,442
21215,742,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$138,957.59 ",2021,21215,ZCTA5 21215,42357,3246,21287,779
21216,4632,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$100,751.52 ",2021,21216,ZCTA5 21216,42906,4039,11196,712
21217,3211,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$86,435.42 ",2021,21217,ZCTA5 21217,34884,4143,14392,784
21218,1141,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$162,885.95 ",2021,21218,ZCTA5 21218,56250,3627,18180,693
21223,5823,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$59,822.97 ",2021,21223,ZCTA5 21223,31947,4792,8292,548
21224,1016,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$196,729.87 ",2021,21224,ZCTA5 21224,80984,6077,19254,705
21229,1400,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$146,271.47 ",2021,21229,ZCTA5 21229,48725,2907,17811,700
21230,3223,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$240,394.15 ",2021,21230,ZCTA5 21230,88962,5170,15308,596
21231,8127,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$265,060.49 ",2021,21231,ZCTA5 21231,73089,8888,7975,494
21239,3685,MD,"Baltimore-Columbia-Towson, MD",Baltimore,"$169,503.23 ",2021,21239,ZCTA5 21239,57103,3409,11617,612
21607,24984,MD,"Baltimore-Columbia-Towson, MD",Barclay,#DIV/0!,2021,21607,ZCTA5 21607,87917,30303,200,71
21014,2573,MD,"Baltimore-Columbia-Towson, MD",Bel Air,"$367,309.08 ",2021,21014,ZCTA5 21014,100556,4921,14270,491
21015,3527,MD,"Baltimore-Columbia-Towson, MD",Bel Air,"$388,710.15 ",2021,21015,ZCTA5 21015,129913,9152,10916,518
21017,12366,MD,"Baltimore-Columbia-Towson, MD",Belcamp,"$223,547.80 ",2021,21017,ZCTA5 21017,82794,5017,2384,184
21225,2874,MD,"Baltimore-Columbia-Towson, MD",Brooklyn Park,"$174,118.32 ",2021,21225,ZCTA5 21225,43707,5253,12648,560
21228,984,MD,"Baltimore-Columbia-Towson, MD",Catonsville,"$350,590.27 ",2021,21228,ZCTA5 21228,93792,6305,19582,818
21617,9630,MD,"Baltimore-Columbia-Towson, MD",Centreville,"$422,025.02 ",2021,21617,ZCTA5 21617,113026,12451,3560,321
21619,12134,MD,"Baltimore-Columbia-Towson, MD",Chester,"$404,936.90 ",2021,21619,ZCTA5 21619,88750,7567,2362,182
21623,17971,MD,"Baltimore-Columbia-Towson, MD",Church Hill,"$333,557.25 ",2021,21623,ZCTA5 21623,69893,10733,939,153
21028,17067,MD,"Baltimore-Columbia-Towson, MD",Churchville,"$440,016.02 ",2021,21028,ZCTA5 21028,108821,10408,965,112
21029,8629,MD,"Baltimore-Columbia-Towson, MD",Clarksville,"$821,384.44 ",2021,21029,ZCTA5 21029,223448,19109,3964,358
21030,5322,MD,"Baltimore-Columbia-Towson, MD",Cockeysville,"$411,184.98 ",2021,21030,ZCTA5 21030,85831,9764,10843,539
21044,1556,MD,"Baltimore-Columbia-Towson, MD",Columbia,"$442,284.22 ",2021,21044,ZCTA5 21044,110785,7240,18237,736
21045,1829,MD,"Baltimore-Columbia-Towson, MD",Columbia,"$392,557.06 ",2021,21045,ZCTA5 21045,110111,3724,15307,556
21046,7768,MD,"Baltimore-Columbia-Towson, MD",Columbia,"$422,316.88 ",2021,21046,ZCTA5 21046,113346,7870,6189,340
21723,24446,MD,"Baltimore-Columbia-Towson, MD",Cooksville,"$736,390.82 ",2021,21723,ZCTA5 21723,247284,42165,251,63
21114,4985,MD,"Baltimore-Columbia-Towson, MD",Crofton,"$408,657.66 ",2021,21114,ZCTA5 21114,123739,8683,9334,433
21032,10223,MD,"Baltimore-Columbia-Towson, MD",Crownsville,"$544,253.34 ",2021,21032,ZCTA5 21032,132900,17852,2902,245
21034,15790,MD,"Baltimore-Columbia-Towson, MD",Darlington,"$341,914.59 ",2021,21034,ZCTA5 21034,79071,14231,1203,130
21035,10840,MD,"Baltimore-Columbia-Towson, MD",Davidsonville,"$761,996.41 ",2021,21035,ZCTA5 21035,163750,24589,2897,353
21036,18285,MD,"Baltimore-Columbia-Towson, MD",Dayton,"$766,018.76 ",2021,21036,ZCTA5 21036,173958,38910,744,174
20751,17248,MD,"Baltimore-Columbia-Towson, MD",Deale,"$438,861.31 ",2021,20751,ZCTA5 20751,116250,34110,928,159
21222,509,MD,"Baltimore-Columbia-Towson, MD",Dundalk,"$175,561.77 ",2021,21222,ZCTA5 21222,56940,1831,22322,698
21219,10913,MD,"Baltimore-Columbia-Towson, MD",Edgemere,"$315,237.58 ",2021,21219,ZCTA5 21219,101172,16654,3449,298
21037,5318,MD,"Baltimore-Columbia-Towson, MD",Edgewater,"$471,873.31 ",2021,21037,ZCTA5 21037,124759,7833,7981,506
21040,4922,MD,"Baltimore-Columbia-Towson, MD",Edgewood,"$211,090.71 ",2021,21040,ZCTA5 21040,72277,7208,9162,669
21075,2280,MD,"Baltimore-Columbia-Towson, MD",Elkridge,"$406,370.30 ",2021,21075,ZCTA5 21075,117565,7895,12322,616
21042,1580,MD,"Baltimore-Columbia-Towson, MD",Ellicott City,"$647,682.43 ",2021,21042,ZCTA5 21042,159032,9271,14748,653
21043,1197,MD,"Baltimore-Columbia-Towson, MD",Ellicott City,"$525,800.03 ",2021,21043,ZCTA5 21043,138261,10056,17098,602
21221,1644,MD,"Baltimore-Columbia-Towson, MD",Essex,"$237,620.42 ",2021,21221,ZCTA5 21221,60477,3702,16827,594
21047,8447,MD,"Baltimore-Columbia-Towson, MD",Fallston,"$471,297.82 ",2021,21047,ZCTA5 21047,136613,9213,4643,387
21048,9641,MD,"Baltimore-Columbia-Towson, MD",Finksburg,"$443,140.67 ",2021,21048,ZCTA5 21048,121275,16739,3715,310
21050,6718,MD,"Baltimore-Columbia-Towson, MD",Forest Hill,"$409,822.63 ",2021,21050,ZCTA5 21050,113794,7394,6399,341
21052,39992,MD,"Baltimore-Columbia-Towson, MD",Fort Howard,#DIV/0!,2021,21052,ZCTA5 21052,68542,50949,249,71
21053,15188,MD,"Baltimore-Columbia-Towson, MD",Freeland,"$474,806.47 ",2021,21053,ZCTA5 21053,97865,20875,1123,200
20758,23784,MD,"Baltimore-Columbia-Towson, MD",Friendship,"$524,134.90 ",2021,20758,ZCTA5 20758,103750,12002,240,62
20759,11786,MD,"Baltimore-Columbia-Towson, MD",Fulton,"$806,492.26 ",2021,20759,ZCTA5 20759,225250,69638,1903,172
20765,39992,MD,"Baltimore-Columbia-Towson, MD",Galesville,"$550,903.12 ",2021,20765,ZCTA5 20765,161071,146034,188,74
21054,7789,MD,"Baltimore-Columbia-Towson, MD",Gambrills,"$522,075.95 ",2021,21054,ZCTA5 21054,140305,19520,4946,519
21057,13230,MD,"Baltimore-Columbia-Towson, MD",Glen Arm,"$522,493.29 ",2021,21057,ZCTA5 21057,131184,20200,1614,208
21060,2526,MD,"Baltimore-Columbia-Towson, MD",Glen Burnie,"$331,420.68 ",2021,21060,ZCTA5 21060,86669,5698,15007,624
21061,783,MD,"Baltimore-Columbia-Towson, MD",Glen Burnie,"$309,961.29 ",2021,21061,ZCTA5 21061,74876,4597,22311,931
21737,18678,MD,"Baltimore-Columbia-Towson, MD",Glenwood,"$910,419.87 ",2021,21737,ZCTA5 21737,250001,NA,705,173
21738,17162,MD,"Baltimore-Columbia-Towson, MD",Glenwood,"$755,442.04 ",2021,21738,ZCTA5 21738,230250,41373,1316,165
21638,13358,MD,"Baltimore-Columbia-Towson, MD",Grasonville,"$457,576.72 ",2021,21638,ZCTA5 21638,120938,23833,1955,217
21227,2699,MD,"Baltimore-Columbia-Towson, MD",Halethorpe,"$251,009.52 ",2021,21227,ZCTA5 21227,71213,7758,13731,753
21074,7499,MD,"Baltimore-Columbia-Towson, MD",Hampstead,"$343,191.99 ",2021,21074,ZCTA5 21074,87679,13477,6005,424
21076,6585,MD,"Baltimore-Columbia-Towson, MD",Hanover,"$458,021.50 ",2021,21076,ZCTA5 21076,124664,6703,7932,608
21077,22264,MD,"Baltimore-Columbia-Towson, MD",Harmans,#DIV/0!,2021,21077,ZCTA5 21077,161382,97919,43,40
20776,14722,MD,"Baltimore-Columbia-Towson, MD",Harwood,"$635,716.17 ",2021,20776,ZCTA5 20776,112837,29600,1121,262
21078,6015,MD,"Baltimore-Columbia-Towson, MD",Havre de Grace,"$324,934.83 ",2021,21078,ZCTA5 21078,94409,7682,8004,413
20777,15078,MD,"Baltimore-Columbia-Towson, MD",Highland,"$773,872.91 ",2021,20777,ZCTA5 20777,196542,16608,1156,155
21051,29781,MD,"Baltimore-Columbia-Towson, MD",Hydes,#DIV/0!,2021,21051,ZCTA5 21051,170972,93580,63,26
21082,22448,MD,"Baltimore-Columbia-Towson, MD",Hydes,"$471,418.56 ",2021,21082,ZCTA5 21082,130938,18190,272,77
21084,12185,MD,"Baltimore-Columbia-Towson, MD",Jarrettsville,"$446,340.31 ",2021,21084,ZCTA5 21084,101918,10866,2675,286
20794,6327,MD,"Baltimore-Columbia-Towson, MD",Jessup,"$396,947.87 ",2021,20794,ZCTA5 20794,95764,24400,3963,452
21085,6903,MD,"Baltimore-Columbia-Towson, MD",Joppa,"$297,721.27 ",2021,21085,ZCTA5 21085,97919,7218,6451,441
21087,13345,MD,"Baltimore-Columbia-Towson, MD",Kingsville,"$444,329.56 ",2021,21087,ZCTA5 21087,106992,16774,2197,220
21156,27687,MD,"Baltimore-Columbia-Towson, MD",Kingsville,#DIV/0!,2021,21156,ZCTA5 21156,117750,39451,126,56
20723,2845,MD,"Baltimore-Columbia-Towson, MD",Laurel,"$471,905.95 ",2021,20723,ZCTA5 20723,123467,12453,11878,665
20724,6923,MD,"Baltimore-Columbia-Towson, MD",Laurel,"$378,324.27 ",2021,20724,ZCTA5 20724,96036,7592,6962,459
20763,15202,MD,"Baltimore-Columbia-Towson, MD",Laurel,"$397,361.00 ",2021,20763,ZCTA5 20763,114702,35816,1093,197
21090,9904,MD,"Baltimore-Columbia-Towson, MD",Linthicum Heights,"$353,497.19 ",2021,21090,ZCTA5 21090,106793,7834,3703,281
20711,11336,MD,"Baltimore-Columbia-Towson, MD",Lothian,"$528,018.84 ",2021,20711,ZCTA5 20711,89286,18070,2272,242
21093,1798,MD,"Baltimore-Columbia-Towson, MD",Lutherville Timonium,"$422,535.46 ",2021,21093,ZCTA5 21093,111016,6726,15769,624
21102,9723,MD,"Baltimore-Columbia-Towson, MD",Manchester,"$379,915.95 ",2021,21102,ZCTA5 21102,103084,16549,4342,313
21104,12043,MD,"Baltimore-Columbia-Towson, MD",Marriottsville,"$591,515.79 ",2021,21104,ZCTA5 21104,180789,21675,2030,186
21163,11075,MD,"Baltimore-Columbia-Towson, MD",Marriottsville,"$549,055.76 ",2021,21163,ZCTA5 21163,114063,14214,2535,286
21220,1817,MD,"Baltimore-Columbia-Towson, MD",Middle River,"$267,464.81 ",2021,21220,ZCTA5 21220,72724,5845,15970,606
21628,29490,MD,"Baltimore-Columbia-Towson, MD",Millington,"$259,705.11 ",2021,21628,ZCTA5 21628,72031,14830,189,78
21651,17860,MD,"Baltimore-Columbia-Towson, MD",Millington,"$263,269.28 ",2021,21651,ZCTA5 21651,64500,15645,1056,139
21111,12845,MD,"Baltimore-Columbia-Towson, MD",Monkton,"$597,905.47 ",2021,21111,ZCTA5 21111,137008,23948,1854,226
21771,3358,MD,"Baltimore-Columbia-Towson, MD",Mount Airy,"$506,193.89 ",2021,21771,ZCTA5 21771,137500,5096,10602,481
21776,12702,MD,"Baltimore-Columbia-Towson, MD",New Windsor,"$392,217.69 ",2021,21776,ZCTA5 21776,99359,20798,2366,227
21236,2143,MD,"Baltimore-Columbia-Towson, MD",Nottingham,"$280,223.29 ",2021,21236,ZCTA5 21236,81279,6123,15504,591
21113,2380,MD,"Baltimore-Columbia-Towson, MD",Odenton,"$383,789.79 ",2021,21113,ZCTA5 21113,103099,8156,14974,798
21117,409,MD,"Baltimore-Columbia-Towson, MD",Owings Mills,"$316,033.07 ",2021,21117,ZCTA5 21117,94417,4249,23142,969
21120,11799,MD,"Baltimore-Columbia-Towson, MD",Parkton,"$525,106.98 ",2021,21120,ZCTA5 21120,137761,11942,2427,222
21234,268,MD,"Baltimore-Columbia-Towson, MD",Parkville,"$247,291.35 ",2021,21234,ZCTA5 21234,73377,3193,27842,811
21056,24173,MD,"Baltimore-Columbia-Towson, MD",Pasadena,"$2,377,819.79 ",2021,21056,ZCTA5 21056,250001,NA,127,106
21122,458,MD,"Baltimore-Columbia-Towson, MD",Pasadena,"$378,690.70 ",2021,21122,ZCTA5 21122,111376,5805,22734,819
21128,7914,MD,"Baltimore-Columbia-Towson, MD",Perry Hall,"$380,506.11 ",2021,21128,ZCTA5 21128,112332,15118,5437,378
21131,11681,MD,"Baltimore-Columbia-Towson, MD",Phoenix,"$598,027.67 ",2021,21131,ZCTA5 21131,163370,27332,2696,267
21153,23790,MD,"Baltimore-Columbia-Towson, MD",Pikesville,"$848,960.11 ",2021,21153,ZCTA5 21153,110625,110414,318,75
21208,2307,MD,"Baltimore-Columbia-Towson, MD",Pikesville,"$299,061.85 ",2021,21208,ZCTA5 21208,87912,5278,15289,729
21132,15589,MD,"Baltimore-Columbia-Towson, MD",Pylesville,"$429,168.05 ",2021,21132,ZCTA5 21132,136488,25293,1007,197
21657,21718,MD,"Baltimore-Columbia-Towson, MD",Queen Anne,"$367,678.71 ",2021,21657,ZCTA5 21657,95139,10050,435,110
21658,15698,MD,"Baltimore-Columbia-Towson, MD",Queenstown,"$501,649.53 ",2021,21658,ZCTA5 21658,114167,7306,1456,150
21133,4088,MD,"Baltimore-Columbia-Towson, MD",Randallstown,"$302,100.27 ",2021,21133,ZCTA5 21133,77593,5368,11674,641
21071,25654,MD,"Baltimore-Columbia-Towson, MD",Reisterstown,#DIV/0!,2021,21071,ZCTA5 21071,NA,NA,158,81
21136,2501,MD,"Baltimore-Columbia-Towson, MD",Reisterstown,"$333,973.81 ",2021,21136,ZCTA5 21136,93750,6376,13746,593
21140,17077,MD,"Baltimore-Columbia-Towson, MD",Riva,"$554,530.99 ",2021,21140,ZCTA5 21140,131382,25754,1474,187
21237,3541,MD,"Baltimore-Columbia-Towson, MD",Rossville,"$258,052.32 ",2021,21237,ZCTA5 21237,80401,5793,11946,611
21144,2579,MD,"Baltimore-Columbia-Towson, MD",Severn,"$434,359.85 ",2021,21144,ZCTA5 21144,118272,4041,12781,691
21146,4427,MD,"Baltimore-Columbia-Towson, MD",Severna Park,"$609,599.63 ",2021,21146,ZCTA5 21146,157655,15372,9990,594
20764,16021,MD,"Baltimore-Columbia-Towson, MD",Shady Side,"$354,588.83 ",2021,20764,ZCTA5 20764,97778,15894,1444,238
21152,11838,MD,"Baltimore-Columbia-Towson, MD",Sparks Glencoe,"$433,286.20 ",2021,21152,ZCTA5 21152,105304,17358,2651,404
21666,8414,MD,"Baltimore-Columbia-Towson, MD",Stevensville,"$429,410.60 ",2021,21666,ZCTA5 21666,107797,7031,5315,325
21154,11392,MD,"Baltimore-Columbia-Towson, MD",Street,"$438,851.91 ",2021,21154,ZCTA5 21154,101103,19408,2429,240
21668,18104,MD,"Baltimore-Columbia-Towson, MD",Sudlersville,"$302,793.25 ",2021,21668,ZCTA5 21668,77560,20956,599,106
21784,2445,MD,"Baltimore-Columbia-Towson, MD",Sykesville,"$455,018.68 ",2021,21784,ZCTA5 21784,125497,5576,13094,409
21787,9271,MD,"Baltimore-Columbia-Towson, MD",Taneytown,"$316,902.21 ",2021,21787,ZCTA5 21787,77352,4373,4141,283
21204,4951,MD,"Baltimore-Columbia-Towson, MD",Towson,"$483,521.23 ",2021,21204,ZCTA5 21204,90032,6787,8363,545
21286,5636,MD,"Baltimore-Columbia-Towson, MD",Towson,"$332,571.40 ",2021,21286,ZCTA5 21286,89417,6766,9270,488
20779,21441,MD,"Baltimore-Columbia-Towson, MD",Tracys Landing,"$560,958.99 ",2021,20779,ZCTA5 20779,105735,13461,514,105
21155,16474,MD,"Baltimore-Columbia-Towson, MD",Upperco,"$438,322.86 ",2021,21155,ZCTA5 21155,125395,38486,978,146
21794,16000,MD,"Baltimore-Columbia-Towson, MD",West Friendship,"$823,200.27 ",2021,21794,ZCTA5 21794,171696,34807,717,138
20778,19010,MD,"Baltimore-Columbia-Towson, MD",West River,"$559,010.55 ",2021,20778,ZCTA5 20778,167292,32424,809,208
21157,1762,MD,"Baltimore-Columbia-Towson, MD",Westminster,"$370,944.14 ",2021,21157,ZCTA5 21157,92846,5175,14410,590
21158,5770,MD,"Baltimore-Columbia-Towson, MD",Westminster,"$372,162.88 ",2021,21158,ZCTA5 21158,97822,8679,8355,455
21162,13667,MD,"Baltimore-Columbia-Towson, MD",White Marsh,"$429,934.26 ",2021,21162,ZCTA5 21162,139028,29588,1423,142
21160,16804,MD,"Baltimore-Columbia-Towson, MD",Whiteford,"$355,566.61 ",2021,21160,ZCTA5 21160,100278,50483,984,259
21161,11819,MD,"Baltimore-Columbia-Towson, MD",Whitehall,"$454,198.01 ",2021,21161,ZCTA5 21161,109219,18586,2125,314
21244,2053,MD,"Baltimore-Columbia-Towson, MD",Windsor Mill,"$262,936.02 ",2021,21244,ZCTA5 21244,72999,3633,13934,642
21797,9631,MD,"Baltimore-Columbia-Towson, MD",Woodbine,"$639,331.72 ",2021,21797,ZCTA5 21797,146908,32975,2859,255
20606,28239,MD,"California-Lexington Park, MD",Abell,#DIV/0!,2021,20606,ZCTA5 20606,101875,75748,52,35
20609,21795,MD,"California-Lexington Park, MD",Avenue,"$365,556.16 ",2021,20609,ZCTA5 20609,124000,36712,508,98
20618,22851,MD,"California-Lexington Park, MD",Bushwood,"$282,623.25 ",2021,20618,ZCTA5 20618,52175,11198,389,142
20619,8924,MD,"California-Lexington Park, MD",California,"$319,547.88 ",2021,20619,ZCTA5 20619,100986,8399,5160,456
20620,22039,MD,"California-Lexington Park, MD",Callaway,"$363,741.39 ",2021,20620,ZCTA5 20620,137143,24052,520,139
20621,22322,MD,"California-Lexington Park, MD",Chaptico,"$317,201.68 ",2021,20621,ZCTA5 20621,NA,NA,396,211
20624,21958,MD,"California-Lexington Park, MD",Clements,"$406,769.57 ",2021,20624,ZCTA5 20624,149333,53133,306,79
20626,26779,MD,"California-Lexington Park, MD",Coltons Point,"$333,555.84 ",2021,20626,ZCTA5 20626,55694,52433,109,69
20630,22869,MD,"California-Lexington Park, MD",Drayden,"$533,085.18 ",2021,20630,ZCTA5 20630,177760,91020,167,88
