zipcode,sizerank,state,metro,city,zhvi,year,geoid,name,averageincome,incomemoe,households,householdmoe
23970,10743,VA,,South Hill,"$141,884.69 ",2021,23970,ZCTA5 23970,40319,11773,3447,274
24374,22141,VA,,Speedwell,"$109,800.45 ",2021,24374,ZCTA5 24374,39023,18074,299,75
23881,15970,VA,,Spring Grove,"$220,595.60 ",2021,23881,ZCTA5 23881,43239,19444,867,163
22851,13423,VA,,Stanley,"$195,055.06 ",2021,22851,ZCTA5 22851,47330,8329,2098,210
22641,27758,VA,,Strasburg,"$309,766.95 ",2021,22641,ZCTA5 22641,58542,28984,101,41
22657,9146,VA,,Strasburg,"$256,029.58 ",2021,22657,ZCTA5 22657,55678,5000,4220,236
24171,10977,VA,,Stuart,"$139,092.34 ",2021,24171,ZCTA5 24171,52161,9214,3710,365
24375,19814,VA,,Sugar Grove,#DIV/0!,2021,24375,ZCTA5 24375,53451,15991,725,148
23883,18373,VA,,Surry,"$237,276.04 ",2021,23883,ZCTA5 23883,59167,18366,790,117
22560,12607,VA,,Tappahannock,"$222,876.69 ",2021,22560,ZCTA5 22560,48750,10245,2690,256
23442,23757,VA,,Temperanceville,#DIV/0!,2021,23442,ZCTA5 23442,62344,57355,447,110
22660,22924,VA,,Toms Brook,"$261,420.87 ",2021,22660,ZCTA5 22660,58000,17773,640,132
23169,21376,VA,,Topping,"$259,833.48 ",2021,23169,ZCTA5 23169,NA,NA,426,120
24378,20508,VA,,Troutdale,"$149,034.98 ",2021,24378,ZCTA5 24378,29570,7571,417,84
22567,15575,VA,,Unionville,"$255,847.09 ",2021,22567,ZCTA5 22567,80304,33339,1055,211
23175,21384,VA,,Urbanna,"$301,831.50 ",2021,23175,ZCTA5 23175,55333,15326,812,125
23887,25967,VA,,Valentines,#DIV/0!,2021,23887,ZCTA5 23887,NA,NA,269,104
24656,16739,VA,,Vansant,"$80,158.69 ",2021,24656,ZCTA5 24656,53854,16217,987,152
24597,21816,VA,,Vernon Hill,"$108,244.20 ",2021,24597,ZCTA5 24597,45667,28512,342,100
24483,19712,VA,,Vesuvius,"$223,193.38 ",2021,24483,ZCTA5 24483,92440,68654,365,156
23974,14426,VA,,Victoria,"$91,867.30 ",2021,23974,ZCTA5 23974,43891,6859,1511,190
23176,25817,VA,,Wake,"$257,321.35 ",2021,23176,ZCTA5 23176,66512,4389,160,68
23889,27125,VA,,Warfield,#DIV/0!,2021,23889,ZCTA5 23889,50033,11134,229,92
24484,22485,VA,,Warm Springs,"$184,842.76 ",2021,24484,ZCTA5 24484,57794,18638,242,95
22572,11525,VA,,Warsaw,"$186,922.13 ",2021,22572,ZCTA5 22572,56786,14062,2388,269
23180,24945,VA,,Water View,"$225,118.35 ",2021,23180,ZCTA5 23180,70096,27766,236,76
22576,18342,VA,,Weems,"$325,429.21 ",2021,22576,ZCTA5 22576,81213,34395,751,153
24442,29562,VA,,West Augusta,"$232,173.70 ",2021,24442,ZCTA5 24442,58333,55958,36,27
22578,15894,VA,,White Stone,"$436,169.05 ",2021,22578,ZCTA5 22578,82863,17501,1250,171
24292,28131,VA,,Whitetop,"$139,061.16 ",2021,24292,ZCTA5 24292,31576,8086,173,51
24487,27481,VA,,Williamsville,"$197,116.58 ",2021,24487,ZCTA5 24487,70392,2570,171,86
24380,17435,VA,,Willis,"$165,819.75 ",2021,24380,ZCTA5 24380,46431,22770,1179,190
22580,11390,VA,,Woodford,"$245,640.26 ",2021,22580,ZCTA5 22580,81750,12176,2108,299
22664,10189,VA,,Woodstock,"$248,142.91 ",2021,22664,ZCTA5 22664,63105,7575,3677,342
24382,7901,VA,,Wytheville,"$156,094.63 ",2021,24382,ZCTA5 24382,49813,5309,6532,349
24216,17376,VA,"Big Stone Gap, VA",Appalachia,"$33,703.29 ",2021,24216,ZCTA5 24216,32873,5198,1019,122
24219,9110,VA,"Big Stone Gap, VA",Big Stone Gap,"$98,115.19 ",2021,24219,ZCTA5 24219,57898,9725,4018,322
24230,10764,VA,"Big Stone Gap, VA",Coeburn,"$81,249.47 ",2021,24230,ZCTA5 24230,47986,6738,2914,286
24273,12528,VA,"Big Stone Gap, VA",Norton,"$82,640.06 ",2021,24273,ZCTA5 24273,35599,7673,2354,204
24279,13028,VA,"Big Stone Gap, VA",Pound,"$80,400.11 ",2021,24279,ZCTA5 24279,40530,11651,1656,223
24283,18845,VA,"Big Stone Gap, VA",Saint Paul,"$93,304.33 ",2021,24283,ZCTA5 24283,33177,8611,843,86
24293,10947,VA,"Big Stone Gap, VA",Wise,"$130,330.19 ",2021,24293,ZCTA5 24293,44286,5034,3710,353
24060,594,VA,"Blacksburg-Christiansburg, VA",Blacksburg,"$339,295.22 ",2021,24060,ZCTA5 24060,56729,6015,18160,800
24073,3763,VA,"Blacksburg-Christiansburg, VA",Christiansburg,"$232,976.78 ",2021,24073,ZCTA5 24073,62904,3884,12661,601
24324,16800,VA,"Blacksburg-Christiansburg, VA",Draper,"$188,363.49 ",2021,24324,ZCTA5 24324,73174,16774,976,222
24084,8903,VA,"Blacksburg-Christiansburg, VA",Dublin,"$186,574.68 ",2021,24084,ZCTA5 24084,57511,4577,4402,335
24087,14555,VA,"Blacksburg-Christiansburg, VA",Elliston,"$175,183.22 ",2021,24087,ZCTA5 24087,43091,19172,1610,290
24347,20456,VA,"Blacksburg-Christiansburg, VA",Hiwassee,"$187,804.08 ",2021,24347,ZCTA5 24347,61838,7741,752,154
24124,12895,VA,"Blacksburg-Christiansburg, VA",Narrows,"$114,842.88 ",2021,24124,ZCTA5 24124,52708,6149,1834,233
24128,18177,VA,"Blacksburg-Christiansburg, VA",Newport,"$233,216.78 ",2021,24128,ZCTA5 24128,64091,10301,842,131
24134,12965,VA,"Blacksburg-Christiansburg, VA",Pearisburg,"$155,917.94 ",2021,24134,ZCTA5 24134,61837,5426,2230,251
24136,18800,VA,"Blacksburg-Christiansburg, VA",Pembroke,"$167,921.62 ",2021,24136,ZCTA5 24136,61321,9801,1267,155
24150,19924,VA,"Blacksburg-Christiansburg, VA",Pembroke,"$126,966.27 ",2021,24150,ZCTA5 24150,61250,27593,310,94
24301,8533,VA,"Blacksburg-Christiansburg, VA",Pulaski,"$133,788.76 ",2021,24301,ZCTA5 24301,51878,3507,5903,379
24141,5853,VA,"Blacksburg-Christiansburg, VA",Radford,"$206,188.24 ",2021,24141,ZCTA5 24141,53576,4183,8747,426
24147,25759,VA,"Blacksburg-Christiansburg, VA",Rich Creek,"$118,794.01 ",2021,24147,ZCTA5 24147,49205,35304,421,151
24138,20684,VA,"Blacksburg-Christiansburg, VA",Riner,"$215,845.50 ",2021,24138,ZCTA5 24138,52030,9850,568,150
24149,15139,VA,"Blacksburg-Christiansburg, VA",Riner,"$251,622.03 ",2021,24149,ZCTA5 24149,55714,10150,1446,300
24162,16594,VA,"Blacksburg-Christiansburg, VA",Shawsville,"$180,082.84 ",2021,24162,ZCTA5 24162,64133,6863,886,203
24167,30077,VA,"Blacksburg-Christiansburg, VA",Staffordsville,"$145,833.17 ",2021,24167,ZCTA5 24167,NA,NA,65,53
24602,20234,VA,"Bluefield, WV-VA",Bandy,"$44,669.21 ",2021,24602,ZCTA5 24602,40057,14876,281,112
24314,20855,VA,"Bluefield, WV-VA",Bastian,"$135,043.72 ",2021,24314,ZCTA5 24314,52593,14811,588,116
24366,28007,VA,"Bluefield, WV-VA",Bastian,"$149,677.10 ",2021,24366,ZCTA5 24366,39297,15763,187,64
24315,15703,VA,"Bluefield, WV-VA",Bland,"$153,329.31 ",2021,24315,ZCTA5 24315,56995,6867,1235,219
24318,24365,VA,"Bluefield, WV-VA",Bland,"$146,428.95 ",2021,24318,ZCTA5 24318,58424,17827,199,62
24605,11278,VA,"Bluefield, WV-VA",Bluefield,"$105,546.92 ",2021,24605,ZCTA5 24605,50960,8633,3585,281
24613,18071,VA,"Bluefield, WV-VA",Bluefield,"$83,443.62 ",2021,24613,ZCTA5 24613,38500,19709,234,91
24609,11892,VA,"Bluefield, WV-VA",Cedar Bluff,"$116,447.77 ",2021,24609,ZCTA5 24609,45693,2583,2484,270
24637,16329,VA,"Bluefield, WV-VA",Cedar Bluff,"$144,835.98 ",2021,24637,ZCTA5 24637,57647,21576,1302,174
24630,12097,VA,"Bluefield, WV-VA",North Tazewell,"$103,105.80 ",2021,24630,ZCTA5 24630,48455,7337,2481,324
24639,15665,VA,"Bluefield, WV-VA",Richlands,"$69,300.71 ",2021,24639,ZCTA5 24639,36373,7069,1302,228
24641,13711,VA,"Bluefield, WV-VA",Richlands,"$87,310.86 ",2021,24641,ZCTA5 24641,31433,8936,2317,241
24651,12060,VA,"Bluefield, WV-VA",Tazewell,"$127,605.93 ",2021,24651,ZCTA5 24651,42365,17642,2105,293
22920,14519,VA,"Charlottesville, VA",Afton,"$343,364.53 ",2021,22920,ZCTA5 22920,84534,16429,1727,245
22922,19577,VA,"Charlottesville, VA",Arrington,"$172,920.88 ",2021,22922,ZCTA5 22922,54350,23590,892,200
23022,22117,VA,"Charlottesville, VA",Bremo Bluff,"$183,752.91 ",2021,23022,ZCTA5 23022,44694,16690,461,137
23055,22400,VA,"Charlottesville, VA",Bremo Bluff,"$247,819.90 ",2021,23055,ZCTA5 23055,46863,19415,413,185
22901,2689,VA,"Charlottesville, VA",Charlottesville,"$390,904.12 ",2021,22901,ZCTA5 22901,78468,7637,15900,628
22902,4940,VA,"Charlottesville, VA",Charlottesville,"$377,856.32 ",2021,22902,ZCTA5 22902,79447,6908,11099,472
22903,1239,VA,"Charlottesville, VA",Charlottesville,"$415,206.35 ",2021,22903,ZCTA5 22903,62280,5753,15466,648
22911,6462,VA,"Charlottesville, VA",Charlottesville,"$388,392.74 ",2021,22911,ZCTA5 22911,97389,7803,7377,417
23084,21044,VA,"Charlottesville, VA",Columbia,"$288,926.21 ",2021,23084,ZCTA5 23084,58590,23034,600,148
22931,23987,VA,"Charlottesville, VA",Covesville,"$268,907.89 ",2021,22931,ZCTA5 22931,93021,27034,93,44
22932,10683,VA,"Charlottesville, VA",Crozet,"$471,232.51 ",2021,22932,ZCTA5 22932,102344,17058,2979,303
22935,23049,VA,"Charlottesville, VA",Dyke,"$307,395.23 ",2021,22935,ZCTA5 22935,61343,34552,285,111
22936,13386,VA,"Charlottesville, VA",Earlysville,"$468,401.21 ",2021,22936,ZCTA5 22936,122083,12953,2185,241
22937,18766,VA,"Charlottesville, VA",Esmont,"$212,663.81 ",2021,22937,ZCTA5 22937,75450,18588,832,189
22938,22519,VA,"Charlottesville, VA",Faber,"$276,062.24 ",2021,22938,ZCTA5 22938,52153,24514,383,103
22940,20723,VA,"Charlottesville, VA",Free Union,"$487,322.87 ",2021,22940,ZCTA5 22940,87344,52042,371,127
24553,16491,VA,"Charlottesville, VA",Gladstone,"$165,341.31 ",2021,24553,ZCTA5 24553,65380,19959,867,172
22943,26959,VA,"Charlottesville, VA",Greenwood,"$427,021.36 ",2021,22943,ZCTA5 22943,144615,82917,222,75
22947,15255,VA,"Charlottesville, VA",Keswick,"$594,297.08 ",2021,22947,ZCTA5 22947,117438,24384,2101,298
22949,22204,VA,"Charlottesville, VA",Lovingston,"$240,020.32 ",2021,22949,ZCTA5 22949,43000,38018,576,185
22971,19279,VA,"Charlottesville, VA",Lovingston,"$185,579.06 ",2021,22971,ZCTA5 22971,83013,21165,736,187
22959,19091,VA,"Charlottesville, VA",North Garden,"$368,984.49 ",2021,22959,ZCTA5 22959,70682,41022,680,163
22963,7024,VA,"Charlottesville, VA",Palmyra,"$277,855.31 ",2021,22963,ZCTA5 22963,87850,6237,6334,328
22964,28063,VA,"Charlottesville, VA",Piney River,"$157,188.34 ",2021,22964,ZCTA5 22964,77328,39021,138,70
22967,18089,VA,"Charlottesville, VA",Roseland,"$298,158.43 ",2021,22967,ZCTA5 22967,71502,10541,873,180
22968,9278,VA,"Charlottesville, VA",Ruckersville,"$295,559.32 ",2021,22968,ZCTA5 22968,75662,10877,3678,289
22969,20778,VA,"Charlottesville, VA",Schuyler,"$198,928.42 ",2021,22969,ZCTA5 22969,80500,28320,636,131
24599,23656,VA,"Charlottesville, VA",Schuyler,"$167,202.70 ",2021,24599,ZCTA5 24599,36389,8323,280,123
24590,11644,VA,"Charlottesville, VA",Scottsville,"$254,605.81 ",2021,24590,ZCTA5 24590,77807,16026,2997,289
22973,12407,VA,"Charlottesville, VA",Stanardsville,"$256,731.16 ",2021,22973,ZCTA5 22973,58906,14081,2570,253
22974,13420,VA,"Charlottesville, VA",Troy,"$325,092.86 ",2021,22974,ZCTA5 22974,87404,18438,1282,190
22976,27737,VA,"Charlottesville, VA",Tyro,"$196,910.45 ",2021,22976,ZCTA5 22976,84792,27505,116,64
24464,27970,VA,"Charlottesville, VA",Tyro,"$279,664.68 ",2021,24464,ZCTA5 24464,31967,11675,107,82
22958,20073,VA,"Charlottesville, VA",Wintergreen,"$434,599.50 ",2021,22958,ZCTA5 22958,104234,43017,965,147
24527,17285,VA,"Danville, VA",Blairs,"$140,353.80 ",2021,24527,ZCTA5 24527,65521,13200,1128,159
24530,22769,VA,"Danville, VA",Callands,"$95,138.53 ",2021,24530,ZCTA5 24530,NA,NA,462,154
24069,20084,VA,"Danville, VA",Cascade,"$103,569.80 ",2021,24069,ZCTA5 24069,46875,20941,691,139
24531,9572,VA,"Danville, VA",Chatham,"$117,665.83 ",2021,24531,ZCTA5 24531,50996,9528,3297,301
24540,3443,VA,"Danville, VA",Danville,"$102,324.10 ",2021,24540,ZCTA5 24540,40496,3019,13311,519
24541,4058,VA,"Danville, VA",Danville,"$102,682.88 ",2021,24541,ZCTA5 24541,44613,3371,12350,437
24549,14215,VA,"Danville, VA",Dry Fork,"$139,012.18 ",2021,24549,ZCTA5 24549,48893,14016,1589,204
24557,11428,VA,"Danville, VA",Gretna,"$120,341.67 ",2021,24557,ZCTA5 24557,39110,7486,3477,288
24563,12976,VA,"Danville, VA",Hurt,"$120,229.75 ",2021,24563,ZCTA5 24563,44965,5049,2240,199
24565,23392,VA,"Danville, VA",Java,"$95,520.74 ",2021,24565,ZCTA5 24565,44688,14479,402,79
24566,19955,VA,"Danville, VA",Keeling,"$121,013.18 ",2021,24566,ZCTA5 24566,65956,9933,531,136
24569,24425,VA,"Danville, VA",Long Island,"$129,114.52 ",2021,24569,ZCTA5 24569,45750,20440,295,97
24139,23274,VA,"Danville, VA",Pittsville,"$147,074.88 ",2021,24139,ZCTA5 24139,30549,20505,392,180
24586,13928,VA,"Danville, VA",Ringgold,"$125,863.09 ",2021,24586,ZCTA5 24586,48715,10179,1911,278
24594,19267,VA,"Danville, VA",Ringgold,"$129,553.57 ",2021,24594,ZCTA5 24594,44688,12287,661,175
24161,25273,VA,"Danville, VA",Sandy Level,"$126,793.49 ",2021,24161,ZCTA5 24161,43158,39338,128,55
22812,10559,VA,"Harrisonburg, VA",Bridgewater,"$286,114.22 ",2021,22812,ZCTA5 22812,68860,5293,3200,277
22815,9992,VA,"Harrisonburg, VA",Broadway,"$229,782.39 ",2021,22815,ZCTA5 22815,64449,4320,3392,275
22830,19091,VA,"Harrisonburg, VA",Criders,#DIV/0!,2021,22830,ZCTA5 22830,54626,3852,741,177
22821,12134,VA,"Harrisonburg, VA",Dayton,"$264,422.74 ",2021,22821,ZCTA5 22821,67447,16783,2190,269
22827,9276,VA,"Harrisonburg, VA",Elkton,"$224,444.39 ",2021,22827,ZCTA5 22827,57826,9604,4376,423
22801,1904,VA,"Harrisonburg, VA",Harrisonburg,"$303,348.62 ",2021,22801,ZCTA5 22801,60540,4077,13938,551
22802,3900,VA,"Harrisonburg, VA",Harrisonburg,"$241,097.77 ",2021,22802,ZCTA5 22802,53438,2004,11031,479
22831,20312,VA,"Harrisonburg, VA",Hinton,"$189,779.35 ",2021,22831,ZCTA5 22831,46029,21137,304,84
22834,17901,VA,"Harrisonburg, VA",Linville,"$274,834.81 ",2021,22834,ZCTA5 22834,78171,12759,452,91
22841,15070,VA,"Harrisonburg, VA",Mount Crawford,"$308,289.70 ",2021,22841,ZCTA5 22841,65000,23827,1240,266
22840,14711,VA,"Harrisonburg, VA",Penn Laird,"$295,872.18 ",2021,22840,ZCTA5 22840,82364,6085,1867,248
22846,20130,VA,"Harrisonburg, VA",Penn Laird,"$361,682.55 ",2021,22846,ZCTA5 22846,100402,32926,643,135
24471,19959,VA,"Harrisonburg, VA",Port Republic,"$314,359.07 ",2021,24471,ZCTA5 24471,56944,25038,698,148
22850,22729,VA,"Harrisonburg, VA",Singers Glen,#DIV/0!,2021,22850,ZCTA5 22850,77563,15504,472,117
22853,13605,VA,"Harrisonburg, VA",Timberville,"$203,804.78 ",2021,22853,ZCTA5 22853,62564,8215,1792,170
24210,7002,VA,"Kingsport-Bristol, TN-VA",Abingdon,"$178,993.66 ",2021,24210,ZCTA5 24210,51502,5684,7299,382
24211,9802,VA,"Kingsport-Bristol, TN-VA",Abingdon,"$243,328.50 ",2021,24211,ZCTA5 24211,74434,5231,4204,283
24201,7682,VA,"Kingsport-Bristol, TN-VA",Bristol,"$123,037.79 ",2021,24201,ZCTA5 24201,42669,4323,6806,289
24202,8699,VA,"Kingsport-Bristol, TN-VA",Bristol,"$172,891.26 ",2021,24202,ZCTA5 24202,53374,2918,5212,436
24258,20737,VA,"Kingsport-Bristol, TN-VA",Bristol,"$147,974.17 ",2021,24258,ZCTA5 24258,39044,18104,559,103
24245,20550,VA,"Kingsport-Bristol, TN-VA",Coeburn,"$90,370.59 ",2021,24245,ZCTA5 24245,43162,18628,341,84
24236,15096,VA,"Kingsport-Bristol, TN-VA",Damascus,"$139,925.35 ",2021,24236,ZCTA5 24236,32222,10365,1228,158
24244,12154,VA,"Kingsport-Bristol, TN-VA",Duffield,"$110,378.90 ",2021,24244,ZCTA5 24244,36309,5858,1947,291
24250,22204,VA,"Kingsport-Bristol, TN-VA",Fort Blackmore,"$111,107.52 ",2021,24250,ZCTA5 24250,28080,11872,467,95
24251,10769,VA,"Kingsport-Bristol, TN-VA",Gate City,"$120,567.65 ",2021,24251,ZCTA5 24251,45449,4579,3324,267
24340,11854,VA,"Kingsport-Bristol, TN-VA",Glade Spring,"$150,693.26 ",2021,24340,ZCTA5 24340,57188,16277,2201,308
24361,14253,VA,"Kingsport-Bristol, TN-VA",Meadowview,"$158,626.62 ",2021,24361,ZCTA5 24361,61071,5775,1832,219
24270,25223,VA,"Kingsport-Bristol, TN-VA",Mendota,"$139,197.15 ",2021,24270,ZCTA5 24270,44583,5997,160,81
24271,18993,VA,"Kingsport-Bristol, TN-VA",Nickelsville,"$130,483.15 ",2021,24271,ZCTA5 24271,40139,12373,1140,180
24290,21927,VA,"Kingsport-Bristol, TN-VA",Weber City,"$115,108.75 ",2021,24290,ZCTA5 24290,46875,21359,775,119
24517,13303,VA,"Lynchburg, VA",Altavista,"$137,028.96 ",2021,24517,ZCTA5 24517,39767,8325,2004,198
24521,9616,VA,"Lynchburg, VA",Amherst,"$213,481.51 ",2021,24521,ZCTA5 24521,62706,9499,3920,324
24522,9891,VA,"Lynchburg, VA",Appomattox,"$205,123.20 ",2021,24522,ZCTA5 24522,54191,10990,3698,266
24523,5963,VA,"Lynchburg, VA",Bedford,"$200,141.13 ",2021,24523,ZCTA5 24523,57184,4929,8358,464
24526,19245,VA,"Lynchburg, VA",Big Island,"$173,052.98 ",2021,24526,ZCTA5 24526,63246,15931,624,142
24528,15921,VA,"Lynchburg, VA",Brookneal,"$109,199.64 ",2021,24528,ZCTA5 24528,50538,4987,1471,241
24536,28845,VA,"Lynchburg, VA",Coleman Falls,#DIV/0!,2021,24536,ZCTA5 24536,NA,NA,77,47
24550,10777,VA,"Lynchburg, VA",Evington,"$210,416.99 ",2021,24550,ZCTA5 24550,65489,6233,2825,337
24551,4826,VA,"Lynchburg, VA",Forest,"$321,921.73 ",2021,24551,ZCTA5 24551,83995,7546,10155,466
24554,16097,VA,"Lynchburg, VA",Gladys,"$143,765.46 ",2021,24554,ZCTA5 24554,47500,7704,1430,168
24556,16097,VA,"Lynchburg, VA",Goode,"$299,895.14 ",2021,24556,ZCTA5 24556,75881,7428,1138,165
24095,15169,VA,"Lynchburg, VA",Goodview,"$209,119.35 ",2021,24095,ZCTA5 24095,67297,10076,1741,217
24104,17011,VA,"Lynchburg, VA",Huddleston,"$379,471.58 ",2021,24104,ZCTA5 24104,76571,7130,1301,150
24571,18107,VA,"Lynchburg, VA",Lynch Station,"$163,801.18 ",2021,24571,ZCTA5 24571,44226,20351,851,170
24501,4055,VA,"Lynchburg, VA",Lynchburg,"$133,309.42 ",2021,24501,ZCTA5 24501,42951,2559,10063,608
24502,1383,VA,"Lynchburg, VA",Lynchburg,"$200,710.12 ",2021,24502,ZCTA5 24502,58360,2910,16688,655
24503,6244,VA,"Lynchburg, VA",Lynchburg,"$279,155.61 ",2021,24503,ZCTA5 24503,79335,6284,7922,476
24504,10194,VA,"Lynchburg, VA",Lynchburg,"$118,000.20 ",2021,24504,ZCTA5 24504,44486,2884,3977,376
24538,12413,VA,"Lynchburg, VA",Lynchburg,"$206,215.14 ",2021,24538,ZCTA5 24538,52625,9130,1971,301
24572,7436,VA,"Lynchburg, VA",Madison Heights,"$175,721.99 ",2021,24572,ZCTA5 24572,56044,4203,6488,297
24121,9288,VA,"Lynchburg, VA",Moneta,"$400,548.82 ",2021,24121,ZCTA5 24121,76843,3384,4711,352
24574,15102,VA,"Lynchburg, VA",Monroe,"$212,712.19 ",2021,24574,ZCTA5 24574,62500,14282,1602,203
24122,20558,VA,"Lynchburg, VA",Montvale,"$185,931.09 ",2021,24122,ZCTA5 24122,57796,8014,595,124
23958,15596,VA,"Lynchburg, VA",Pamplin,"$172,111.40 ",2021,23958,ZCTA5 23958,52097,15154,996,175
24588,10547,VA,"Lynchburg, VA",Rustburg,"$193,732.38 ",2021,24588,ZCTA5 24588,55999,4203,3873,439
24593,17546,VA,"Lynchburg, VA",Spout Spring,"$226,657.43 ",2021,24593,ZCTA5 24593,61614,18230,951,207
24174,17427,VA,"Lynchburg, VA",Thaxton,"$150,107.26 ",2021,24174,ZCTA5 24174,53523,9760,1155,201
24054,12151,VA,"Martinsville, VA",Axton,"$82,164.10 ",2021,24054,ZCTA5 24054,50053,9526,2143,226
24055,9318,VA,"Martinsville, VA",Bassett,"$87,892.03 ",2021,24055,ZCTA5 24055,33757,4495,4948,403
24078,11869,VA,"Martinsville, VA",Collinsville,"$109,582.33 ",2021,24078,ZCTA5 24078,42982,4221,2852,281
24089,15759,VA,"Martinsville, VA",Fieldale,"$74,136.63 ",2021,24089,ZCTA5 24089,42587,11266,1291,252
24112,3541,VA,"Martinsville, VA",Martinsville,"$89,059.50 ",2021,24112,ZCTA5 24112,40603,3301,12697,517
24148,10893,VA,"Martinsville, VA",Ridgeway,"$108,320.58 ",2021,24148,ZCTA5 24148,47122,7853,3143,280
24165,19115,VA,"Martinsville, VA",Spencer,"$106,785.79 ",2021,24165,ZCTA5 24165,53412,14803,573,140
23234,1464,VA,"Richmond, VA",,"$211,253.48 ",2021,23234,ZCTA5 23234,54856,2978,16124,714
23002,9774,VA,"Richmond, VA",Amelia Court House,"$232,980.95 ",2021,23002,ZCTA5 23002,57292,9860,4172,290
23005,6078,VA,"Richmond, VA",Ashland,"$324,182.32 ",2021,23005,ZCTA5 23005,79476,5314,6540,338
23009,11838,VA,"Richmond, VA",Aylett,"$261,467.64 ",2021,23009,ZCTA5 23009,77728,16353,2763,246
23106,18788,VA,"Richmond, VA",Aylett,"$261,645.39 ",2021,23106,ZCTA5 23106,55525,26694,473,116
23148,22086,VA,"Richmond, VA",Aylett,"$216,596.91 ",2021,23148,ZCTA5 23148,62375,17742,599,121
23011,19420,VA,"Richmond, VA",Barhamsville,"$331,261.18 ",2021,23011,ZCTA5 23011,122917,49788,390,149
23015,13668,VA,"Richmond, VA",Beaverdam,"$304,394.86 ",2021,23015,ZCTA5 23015,98058,30465,1639,279
23235,2952,VA,"Richmond, VA",Bon Air,"$298,167.11 ",2021,23235,ZCTA5 23235,82535,5586,13977,729
23830,21402,VA,"Richmond, VA",Carson,"$243,186.35 ",2021,23830,ZCTA5 23830,101213,29578,533,119
23030,13547,VA,"Richmond, VA",Charles City,"$217,924.77 ",2021,23030,ZCTA5 23030,60200,5739,1896,98
23831,2773,VA,"Richmond, VA",Chester,"$287,249.65 ",2021,23831,ZCTA5 23831,83529,3553,13744,700
23836,8506,VA,"Richmond, VA",Chester,"$333,884.11 ",2021,23836,ZCTA5 23836,89778,11492,5272,285
23237,3678,VA,"Richmond, VA",Chesterfield,"$232,049.96 ",2021,23237,ZCTA5 23237,69174,4210,9091,424
23832,2011,VA,"Richmond, VA",Chesterfield,"$302,582.92 ",2021,23832,ZCTA5 23832,93649,5300,13025,585
23838,7504,VA,"Richmond, VA",Chesterfield,"$412,126.33 ",2021,23838,ZCTA5 23838,114729,5803,5777,274
23833,17936,VA,"Richmond, VA",Church Road,"$226,748.37 ",2021,23833,ZCTA5 23833,71225,6649,835,152
23834,3587,VA,"Richmond, VA",Colonial Heights,"$207,069.60 ",2021,23834,ZCTA5 23834,69454,5492,10925,443
23038,20034,VA,"Richmond, VA",Columbia,"$236,553.82 ",2021,23038,ZCTA5 23038,69965,11761,763,176
23039,22025,VA,"Richmond, VA",Crozier,"$426,853.94 ",2021,23039,ZCTA5 23039,148042,51029,499,118
23840,19409,VA,"Richmond, VA",Dewitt,"$199,938.15 ",2021,23840,ZCTA5 23840,85806,21067,755,207
23841,14883,VA,"Richmond, VA",Dinwiddie,"$203,445.20 ",2021,23841,ZCTA5 23841,79891,24951,1328,244
23842,10456,VA,"Richmond, VA",Disputanta,"$269,045.88 ",2021,23842,ZCTA5 23842,92516,8893,2664,332
23047,17384,VA,"Richmond, VA",Doswell,"$327,953.66 ",2021,23047,ZCTA5 23047,72321,12820,684,185
23850,22162,VA,"Richmond, VA",Ford,"$180,320.83 ",2021,23850,ZCTA5 23850,56625,32662,510,137
23894,26097,VA,"Richmond, VA",Ford,#DIV/0!,2021,23894,ZCTA5 23894,73516,54501,143,89
23059,1845,VA,"Richmond, VA",Glen Allen,"$485,331.95 ",2021,23059,ZCTA5 23059,127767,12632,14897,684
23060,2635,VA,"Richmond, VA",Glen Allen,"$343,077.97 ",2021,23060,ZCTA5 23060,94737,7138,13655,669
23063,13534,VA,"Richmond, VA",Goochland,"$301,900.90 ",2021,23063,ZCTA5 23063,66771,13132,1637,230
23153,22464,VA,"Richmond, VA",Goochland,"$411,729.77 ",2021,23153,ZCTA5 23153,105968,28687,516,135
23065,20845,VA,"Richmond, VA",Gumspring,"$281,953.88 ",2021,23065,ZCTA5 23065,64265,35537,590,185
23069,14675,VA,"Richmond, VA",Hanover,"$299,597.76 ",2021,23069,ZCTA5 23069,83708,22365,1115,187
23223,781,VA,"Richmond, VA",Henrico,"$207,019.53 ",2021,23223,ZCTA5 23223,49347,3639,23486,785
23227,4458,VA,"Richmond, VA",Henrico,"$297,953.45 ",2021,23227,ZCTA5 23227,58083,3833,11870,568
23229,2767,VA,"Richmond, VA",Henrico,"$389,226.42 ",2021,23229,ZCTA5 23229,88760,8563,13451,611
23230,10317,VA,"Richmond, VA",Henrico,"$291,508.02 ",2021,23230,ZCTA5 23230,64981,5572,3794,341
23231,2435,VA,"Richmond, VA",Henrico,"$238,957.44 ",2021,23231,ZCTA5 23231,61983,7554,15307,690
23233,3348,VA,"Richmond, VA",Henrico,"$409,740.28 ",2021,23233,ZCTA5 23233,107492,7363,12401,629
23294,6331,VA,"Richmond, VA",Henrico,"$259,505.56 ",2021,23294,ZCTA5 23294,64103,5136,8260,392
23075,10280,VA,"Richmond, VA",Highland Springs,"$168,497.83 ",2021,23075,ZCTA5 23075,44350,11847,3680,382
